SPECIES_ITIS,STOCK_ABBREV,SEX_TYPE,PURPOSE_CODE,SURVEY,SEASON,YEAR,AGE,NO_AT_AGE,ALK_COMPLETE,STRATA_SAMPLING_COMPLETE
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1963,0,0.0361,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1963,1,17.3587,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1963,2,16.1534,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1963,3,11.4088,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1963,4,7.5145,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1963,5,1.2723,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1963,6,0.1962,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1963,7,0.0871,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1963,8,0.0516,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1964,1,16.9572,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1964,2,23.2623,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1964,3,4.1249,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1964,4,6.5338,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1964,5,3.2241,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1964,6,0.7056,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1965,0,0.4096,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1965,1,26.3505,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1965,2,16.3823,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1965,3,5.1875,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1965,4,1.7989,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1965,5,1.4526,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1965,6,0.1696,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1966,0,0.8645,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1966,1,40.173,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1966,2,15.2588,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1966,3,3.1137,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1966,4,1.1405,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1966,5,0.2266,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1967,0,3.0664,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1967,1,24.3989,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1967,2,36.6498,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1967,3,15.6227,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1967,4,1.4203,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1967,5,0.5848,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1967,6,0.051,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1967,7,0.1459,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1968,0,1.1947,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1968,1,13.2836,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1968,2,28.8364,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1968,3,30.0593,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1968,4,2.0841,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1968,5,0.4483,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1968,6,0.1855,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1969,0,0.6576,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1969,1,12.4138,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1969,2,15.734,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1969,3,41.5428,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1969,4,5.5009,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1969,5,0.0722,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1970,1,5.4672,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1970,2,9.8179,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1970,3,36.4927,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1970,4,23.0358,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1970,5,4.0314,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1970,6,0.4376,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1970,7,0.057,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1971,0,0.6715,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1971,1,16.7724,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1971,2,15.3549,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1971,3,9.7664,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1971,4,13.6988,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1971,5,2.3283,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1971,6,0.1977,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1971,7,0.4485,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1972,1,3.959,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1972,2,40.1846,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1972,3,40.3686,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1972,4,40.3575,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1972,5,22.7326,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1972,6,2.803,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1972,7,0.1132,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1973,1,1.8013,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1973,2,2.2727,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1973,3,5.1536,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1973,4,2.8274,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1973,5,2.0079,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1973,6,0.9226,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1973,7,0.1693,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1974,0,0.1613,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1974,1,0.9132,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1974,2,1.4236,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1974,3,0.5066,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1974,4,1.9793,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1974,5,0.838,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1974,6,0.3618,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1974,7,0.1777,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1974,8,0.0174,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1974,9,0.0514,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1975,1,1.7106,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1975,2,0.4816,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1975,3,0.171,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1975,4,0.2587,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1975,5,0.2568,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1975,6,0.0462,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1975,7,0.0817,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1976,1,2.3959,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1976,2,5.1291,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1976,3,0.4269,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1976,4,0.0564,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1976,5,0.089,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1976,6,0.232,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1976,7,0.2685,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1976,8,0.1213,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1977,0,0.029,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1977,1,2.3443,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1977,2,1.492,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1977,3,0.5857,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1977,4,0.034,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1977,5,0.0291,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1977,6,0.0249,Y,Y
172909,SNEMA,NONE,10,NMFS fall BTS,FALL,1977,7,0.0559,Y,Y
